category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,URL,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,brightness,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,brand,video_memory,chipset,hdd_capacity
laptop,,,,,,,,,https://www.ozon.kz/product/asus-noutbuk-17-3-intel-core-i3-1215u-ram-8-gb-ssd-256-gb-intel-uhd-graphics-windows-pro-3495247659/,Intel Core i3-1215U,256,Intel UHD Graphics,Windows Pro,17.3,8.0,5.0,2.7,IPS,GDDR4,Пластик,Intel Core i3,Intel,3.5,6.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,
laptop,"Lenovo ThinkPad P1 Gen 5 Ноутбук 16"", Intel Core i7-12700H, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX A1000 (4 Гб), Windows Pro, черный, Русская раскладка",,,98181,,,Expert Electronics,4.5,https://www.ozon.kz/product/lenovo-thinkpad-p1-gen-5-noutbuk-16-intel-core-i7-12700h-ram-32-gb-ssd-512-gb-nvidia-geforce-rtx-3447291141/,Intel Core i7-12700H,512,NVIDIA GeForce RTX A1000 (4 Гб),Windows Pro,16.0,32.0,8.0,2.0,WQXGA,DDR5,Алюминий,Intel Core i7,Intel,5.1,14.0,1920x1200,500.0,,86.0,Матовое,Дискретная,NVIDIA,SSD,60,12,Lenovo,4.0,,
laptop,"Wmeng 2025 Игровой ноутбук 16.1"", Intel Core i5-1240P, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics Functions as UHD Graphics, Windows Home, (P95), хаки, Русская раскладка",214312,706181,17860,4.9,9,Магазин в Средней А...,4.7,https://www.ozon.kz/product/wmeng-2025-igrovoy-noutbuk-16-1-intel-core-i5-1240p-ram-16-gb-ssd-512-gb-intel-iris-xe-graphics-3282836390/,Intel Core i5-1240P,512,Intel Iris Xe Graphics Functions as UHD Graphics,Windows Home,16.1,16.0,6.0,1.65,IPS,DDR4,"ABS пластик, Алюминиевый сплав",Intel Core i5,Intel,,,1920x1080,300.0,Нет,60.0,Матовое,Гибридная,Intel,SSD,,1,,,Intel,
laptop,,,,,,,,,https://www.ozon.kz/product/f-noutbuk-15-6-amd-ryzen-5-5600u-ram-8-gb-512-gb-amd-radeon-rx-vega-7-4680059767534-1424533900/,AMD Ryzen 5 5600U,512,AMD Radeon RX Vega 7,,15.6,8.0,7.0,1.78,IPS,DDR4,Алюминий,AMD Ryzen 5,AMD,2.3,6.0,1920x1080,,,,Матовое,,AMD,,,,,,,
laptop,"ASUS Vivobook 15 X1504VA Ноутбук 15.6"", Intel Core 5 120U, RAM 16 ГБ, SSD 512 ГБ, Intel Graphics, Windows Pro, (90NB13Y2-M02FT0_Win11P), серебристый, Русская раскладка",,,37999,,,ExpertBook,4.8,https://www.ozon.kz/product/asus-vivobook-15-x1504va-noutbuk-15-6-intel-core-5-120u-ram-16-gb-ssd-512-gb-intel-graphics-3890426375/,Intel Core 5 120U,512,Intel Graphics,Windows Pro,15.6,16.0,7.0,1.7,IPS,DDR4,Пластик,Intel Core 5,Intel,1.4,10.0,1920x1080,250.0,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1,ASUS,,,
laptop,"Apple MacBook Air 2025 M4 Ноутбук 13.6"", Apple M4, RAM 16 ГБ, SSD 256 ГБ, Apple M4, MacOS, (MW0W3RU/A), серебристый, Русская раскладка",,,104499,,,splash,4.9,https://www.ozon.kz/product/apple-macbook-air-2025-m4-noutbuk-13-6-apple-m4-ram-16-gb-ssd-256-gb-apple-m4-macos-mw0w3ru-3629156561/,Apple M4,256,Apple M4,MacOS,13.6,16.0,18.0,1.24,IPS,LPDDR5X,Алюминий,Apple M4,Apple,4.4,10.0,,500.0,Нет,52.0,Глянцевое,Встроенная,Apple,SSD,,,,,,
laptop,"ASUS TUF Gaming A18 FA808UH-S8049 Игровой ноутбук 18"", AMD Ryzen 7 260, RAM 16 ГБ, SSD 500 ГБ, NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб), Windows Pro, (90NR0NM1-M002F0_Win11P), серый, Русская раскладка",,,79984,5.0,2,Space Laptops,4.9,https://www.ozon.kz/product/asus-tuf-gaming-a18-fa808uh-s8049-igrovoy-noutbuk-18-amd-ryzen-7-260-ram-16-gb-ssd-500-gb-2609725409/,AMD Ryzen 7 260,500,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Windows Pro,18.0,16.0,5.0,2.6,IPS,DDR5,"Пластик, Алюминий",AMD Ryzen 7,AMD,3.8,8.0,1920x1200,300.0,Нет,90.0,Матовое,Дискретная,NVIDIA,SSD,144,1,ASUS,8.0,,
laptop,"MSI Raider 18 4K Mini LED Игровой ноутбук 18"", AMD Ryzen 9 9955HX3D, RAM 32 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 5080 (16 Гб), Windows Pro, (A9WIG-082US), черный, Русская раскладка",2425768,4838307,202148,,,Техно_Альянс,5.0,https://www.ozon.kz/product/msi-raider-18-4k-mini-led-igrovoy-noutbuk-18-amd-ryzen-9-9955hx3d-ram-32-gb-ssd-2048-gb-nvidia-3701112015/,AMD Ryzen 9 9955HX3D,2048,NVIDIA GeForce RTX 5080 (16 Гб),Windows Pro,18.0,32.0,6.0,3.6,Mini LED,LPDDR5,"Алюминий, Пластик",AMD Ryzen 9,AMD,2.5,16.0,3840x2400,,Нет,99.9,Антибликовое,Дискретная,NVIDIA,SSD,120,5,,16.0,AMD,
laptop,"Lenovo ThinkPad X1 Carbon Gen 4 Ноутбук 14"", Intel Core i5-6200U, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics 620, Windows Pro, черный матовый, Русская раскладка",185650,273555,15471,5.0,1,Laptop Reseller,4.8,https://www.ozon.kz/product/lenovo-thinkpad-x1-carbon-gen-4-noutbuk-14-intel-core-i5-6200u-ram-8-gb-ssd-256-gb-intel-uhd-1845473722/,Intel Core i5-6200U,256,Intel UHD Graphics 620,Windows Pro,14.0,8.0,,1.2,,DDR3L,,Intel Core i5,Intel,,4.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,,,,,,
laptop,"Acer Extensa 15 EX215-57-31S1 Ноутбук 15.6"", Intel Core i3-1315U, RAM 8 ГБ, SSD 512 ГБ, Intel Graphics, Без системы, (NX.EJAER.00C), серебристый, Русская раскладка",,,26712,,,ХОБОТ ДОСТАВИТ,4.8,https://www.ozon.kz/product/acer-extensa-15-ex215-57-31s1-noutbuk-15-6-intel-core-i3-1315u-ram-8-gb-ssd-512-gb-intel-graphics-3532919936/,Intel Core i3-1315U,512,Intel Graphics,Без системы,15.6,8.0,10.0,1.8,IPS,DDR5,Пластик,Intel Core i3,Intel,1.2,6.0,1920x1080,,Нет,53.0,Матовое,Встроенная,Intel,SSD,,,,,,
laptop,"HUAWEI D16 MCLG-X Ноутбук 16"", Intel Core i9-13900H, RAM 16 ГБ, SSD 1024 ГБ, Intel Iris Xe Graphics, Без системы, (53014HYG), серый, Русская раскладка",,,48734,,,RTK,4.8,https://www.ozon.kz/product/huawei-d16-mclg-x-noutbuk-16-intel-core-i9-13900h-ram-16-gb-ssd-1024-gb-intel-iris-xe-graphics-2762687122/,Intel Core i9-13900H,1024,Intel Iris Xe Graphics,Без системы,16.0,16.0,,1.68,IPS,DDR4,,Intel Core i9,Intel,2.6,14.0,1920x1200,,,56.0,Антибликовое,Встроенная,Intel,SSD,60,1,HUAWEI,,,
laptop,"PWR Intel Core i7-6600U Игровой ноутбук 15.6"", Intel Core i7-6600U, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce MX330 (2 Гб), Windows Pro, серый металлик, Русская раскладка",335355,818899,27947,5.0,2,Comp,4.6,https://www.ozon.kz/product/pwr-intel-core-i7-6600u-igrovoy-noutbuk-15-6-intel-core-i7-6600u-ram-16-gb-ssd-1024-gb-nvidia-3284053686/,Intel Core i7-6600U,1024,NVIDIA GeForce MX330 (2 Гб),Windows Pro,15.6,16.0,6.0,1.8,,DDR4,Алюминий,Intel Core i7,Intel,2.6,4.0,1920x1080,,Да,42.0,,,,SSD,60,1,PWR,,,
laptop,"ASUS VivoBook 15 X1504VA Ноутбук 15.6"", Intel Core 5 120U, RAM 16 ГБ, SSD 512 ГБ, Intel Graphics, Без системы, (90NB13Y1-M00X70), синий, Русская раскладка",,,48372,5.0,134,SpecialComputers,4.8,https://www.ozon.kz/product/asus-vivobook-15-x1504va-noutbuk-15-6-intel-core-5-120u-ram-16-gb-ssd-512-gb-intel-graphics-bez-3194278830/,Intel Core 5 120U,512,Intel Graphics,Без системы,15.6,16.0,7.0,1.7,IPS,DDR4,Пластик,Intel Core 5,Intel,1.4,10.0,1920x1080,250.0,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Compaq Ноутбук, RAM 3 ГБ, черный",82580,227843,6882,,,Правильные ноутбуки S...,,https://www.ozon.kz/product/compaq-noutbuk-ram-3-gb-chernyy-1901610646/,,,,,,3.0,,,,,,AMD Athlon,,,,,,,,,,,,,,,,,
laptop,,,,,,,,,https://www.ozon.kz/product/samsung-noutbuk-17-3-ram-4-gb-ssd-120-gb-windows-pro-seryy-russkaya-raskladka-3903172649/,,120,,Windows Pro,17.3,4.0,,5.0,,,ABS пластик,Intel Core i3,Intel,2.27,4.0,1600x900 HD+,,,,Глянцевое,Дискретная,NVIDIA,SSD,,,,,,
laptop,"Acer GWNR51416-BL Ноутбук 14.1"", RAM 8 ГБ, Windows Home, (0812550034813), Русская раскладка",,,18822,,,Магазин «Relise»,4.9,https://www.ozon.kz/product/acer-gwnr51416-bl-noutbuk-14-1-ram-8-gb-windows-home-0812550034813-russkaya-raskladka-1719697055/,,,,Windows Home,14.1,8.0,,1.59,IPS,,,AMD Ryzen 5,AMD,2.1,4.0,,,,,Матовое,Встроенная,,,,,,,,
laptop,"ASUS Ноутбук 15.6"", Intel Core i7-13620H, RAM 16 ГБ, SSD 512 ГБ, Без системы, (P1503CVA), серый, Русская раскладка",,,40368,5.0,3,ЭсДжей (SJ),5.0,https://www.ozon.kz/product/asus-noutbuk-15-6-intel-core-i7-13620h-ram-16-gb-ssd-512-gb-bez-sistemy-p1503cva-seryy-2056267571/,Intel Core i7-13620H,512,,Без системы,15.6,16.0,,1.6,,DDR5,,Intel Core i7,Intel,,,1920x1080,300.0,Нет,50.0,Матовое,Встроенная,,SSD,60,1,,,,
laptop,"Lenovo LOQ 15IRX9 Игровой ноутбук 15.60"", Intel Core i7-13650HX, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб), Без системы, (83DV00NHRK), серый, Русская раскладка",682043,933413,56837,4.8,50,Ozon Россия,4.9,https://www.ozon.kz/product/lenovo-loq-15irx9-igrovoy-noutbuk-15-60-intel-core-i7-13650hx-ram-16-gb-ssd-1024-gb-nvidia-geforce-1680026141/,Intel Core i7-13650HX,1024,NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб),Без системы,15.6,16.0,,2.38,IPS,DDR5,ABS пластик,Intel Core i7,Intel,4.9,14.0,1920x1080,300.0,Нет,60.0,Матовое,Дискретная,NVIDIA,SSD,144,1,Lenovo,,,
laptop,"DEXP 14"" Atlas A14-I3W400 серый [английская/русская раскладка, 1920x1200, IPS, Intel Core i3-1215U, ядра: 2 + 4 х 1.2 ГГц + 0.9 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows 11 Home] Ноутбук",,,20880,5.0,1,Матрица,4.7,https://www.ozon.kz/product/dexp-14-atlas-a14-i3w400-seryy-angliyskaya-russkaya-raskladka-1920x1200-ips-intel-core-i3-3570926370/,,,,,,,,,,,,,,,,,,,,,,,,,,DEXP,,,
laptop,,,,,,,,,https://www.ozon.kz/product/lenovo-v15-g5-irl-noutbuk-15-6-intel-core-i7-13620h-ram-16-gb-ssd-512-gb-intel-uhd-graphics-3550664540/,Intel Core i7-13620H,512,Intel UHD Graphics,Без системы,15.6,16.0,,1.61,TN,DDR5,,Intel Core i7,Intel,2.4,10.0,1920x1080,,,47.0,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Azerty RBA-2510 Ноутбук 15.6"", AMD Ryzen 5 5500H, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX Vega 7, Windows Pro, (120-1106), серый, Русская раскладка",282222,556858,23519,4.8,570,SamMarkt,4.8,https://www.ozon.kz/product/azerty-rba-2510-noutbuk-15-6-amd-ryzen-5-5500h-ram-16-gb-ssd-512-gb-amd-radeon-rx-vega-7-windows-2516161505/,AMD Ryzen 5 5500H,512,AMD Radeon RX Vega 7,Windows Pro,15.6,16.0,7.4,1.7,IPS,DDR4,ABS пластик,AMD Ryzen 5,AMD,3.0,4.0,1920x1080,,Нет,,Матовое,Встроенная,AMD,SSD,60,2.0,,,,
laptop,"Lenovo ThinkBook 14 G6 IRL Ноутбук 14"", Intel Core i7-13700H, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Windows Pro, (21KG005QEV_Win11P), серый, Русская раскладка",645470,1065769,53790,,,ONLY ORIGINAL,4.8,https://www.ozon.kz/product/lenovo-thinkbook-14-g6-irl-noutbuk-14-intel-core-i7-13700h-ram-8-gb-ssd-512-gb-intel-iris-xe-2791801075/,Intel Core i7-13700H,512,Intel Iris Xe Graphics,Windows Pro,14.0,8.0,,1.38,IPS,DDR5,,Intel Core i7,Intel,2.4,14.0,1920x1200,,,60.0,Антибликовое,Встроенная,Intel,SSD,60,2.0,,,,
laptop,"Samsung Galaxy Book2 Ноутбук 14"", Intel Core i5-1250P, RAM 16 ГБ, SSD 1024 ГБ, Intel Iris Xe Graphics, Windows Pro, (NP641BEF), серый, Русская раскладка",664687,934824,55391,,,GlobalZon,4.8,https://www.ozon.kz/product/samsung-galaxy-book2-noutbuk-14-intel-core-i5-1250p-ram-16-gb-ssd-1024-gb-intel-iris-xe-graphics-1966452520/,Intel Core i5-1250P,1024,Intel Iris Xe Graphics,Windows Pro,14.0,16.0,10.0,1.5,IPS,DDR4,,Intel Core i5,Intel,1.7,12.0,1920x1080,300.0,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,,
laptop,"MSI Ноутбук 10.1"", Intel Atom N450, RAM 2 ГБ 320 ГБ, Windows Home, черный",,,3753,,,Правильные ноутбуки,,https://www.ozon.kz/product/msi-noutbuk-10-1-intel-atom-n450-ram-2-gb-320-gb-windows-home-chernyy-2841560356/,Intel Atom N450,,,Windows Home,10.1,2.0,,,,,,Intel Atom,,,,,,,,,,,,,,MSI,,,320
laptop,"Lenovo Ноутбук 15.6"", Intel Core i3-1115G4, RAM 4 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, Русская раскладка",,,29868,,,Приоритет,5.0,https://www.ozon.kz/product/lenovo-noutbuk-15-6-intel-core-i3-1115g4-ram-4-gb-ssd-512-gb-intel-uhd-graphics-windows-pro-3534136463/,Intel Core i3-1115G4,512,Intel UHD Graphics,Windows Pro,15.6,4.0,5.0,2.6,TN,DDR4,Пластик,Intel Core i3,Intel,3.4,2.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,1000
laptop,"Azerty RB-1556 Ноутбук 15.6"", Intel Processor N100, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, светло-серый, Русская раскладка",223780,413631,18649,4.8,3224,Che,4.8,https://www.ozon.kz/product/azerty-rb-1556-noutbuk-15-6-intel-processor-n100-ram-16-gb-ssd-1024-gb-intel-uhd-graphics-1867869326/,Intel Processor N100,1024,Intel UHD Graphics,Windows Pro,15.6,16.0,3.0,1.6,IPS,LPDDR5,ABS пластик,Intel N-series,Intel,0.8,4.0,1920x1080,,Нет,60.0,Матовое,Встроенная,Intel,SSD,60,1.3,,,,
laptop,"ASUS M3607HA-SH120 Ноутбук 16"", AMD Ryzen 7 260, RAM 16 ГБ 512 ГБ, AMD Radeon Graphics, (4711636331616,2003009249126), серый, Русская раскладка",367179,701470,30599,5.0,6,М.Видео,4.8,https://www.ozon.kz/product/asus-m3607ha-sh120-noutbuk-16-amd-ryzen-7-260-ram-16-gb-512-gb-amd-radeon-graphics-4711636331616-3591914221/,AMD Ryzen 7 260,512,AMD Radeon Graphics,,16.0,16.0,,1.7,OLED,DDR5,Алюминий,AMD Ryzen 7,AMD,5.1,8.0,1920x1200,,,,Глянцевое,,AMD,,60,,,,,
laptop,"Honor MagicBook X14 2025 + MS Office 2024 Ноутбук 14"", Intel Core i3-1315U, RAM 8 ГБ, SSD 1000 ГБ, Intel UHD Graphics, Windows Pro, темно-серый, Русская раскладка",417165,826849,34764,4.9,82,1st Digital,4.9,https://www.ozon.kz/product/honor-magicbook-x14-2025-ms-office-2024-noutbuk-14-intel-core-i3-1315u-ram-8-gb-ssd-1000-gb-intel-3059218839/,Intel Core i3-1315U,1000,Intel UHD Graphics,Windows Pro,14.0,8.0,,1.5,IPS,LPDDR4X,ABS пластик,Intel Core i3,Intel,1.2,6.0,1920x1200,300.0,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,Intel SoC Platform,
laptop,"ASUS ROG Strix G18 G815LP-S9097 Игровой ноутбук 18"", Intel Core Ultra 7 255HX, RAM 32 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб), Без системы, (90NR0LK1-M00580), серый, Русская раскладка",,,114952,,,RTK,4.8,https://www.ozon.kz/product/asus-rog-strix-g18-g815lp-s9097-igrovoy-noutbuk-18-intel-core-ultra-7-255hx-ram-32-gb-ssd-2048-3105244690/,Intel Core Ultra 7 255HX,2048,NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб),Без системы,18.0,32.0,,3.2,IPS,DDR5,,Intel Core Ultra 7,Intel,2.4,20.0,2560x1600,,,90.0,Антибликовое,Дискретная,NVIDIA,SSD,240,2.0,ASUS,8.0,,
laptop,,,,,,,,,https://www.ozon.kz/product/asus-rog-strix-scar-18-g835lx-sa127w-igrovoy-noutbuk-18-intel-core-ultra-9-275hx-ram-64-gb-2000-3578275808/,Intel Core Ultra 9 275HX,2000,NVIDIA GeForce RTX 5090 (24 Гб),Windows Home,18.0,64.0,,3.3,IPS,DDR5,"Алюминий, Пластик",Intel Core Ultra 9,Intel,2.7,24.0,2560x1600,,,,,,NVIDIA,,240,,,24.0,,
laptop,"Honor MagicBook X16 2025 + MS Office 2024 Ноутбук 16"", Intel Core i7-13620H, RAM 16 ГБ, SSD 1000 ГБ, Intel UHD Graphics, Windows Pro, темно-серый, Русская раскладка",534744,1153137,44562,4.9,82,1st Digital,4.9,https://www.ozon.kz/product/honor-magicbook-x16-2025-ms-office-2024-noutbuk-16-intel-core-i7-13620h-ram-16-gb-ssd-1000-gb-intel-3605823201/,Intel Core i7-13620H,1000,Intel UHD Graphics,Windows Pro,16.0,16.0,,1.7,IPS,LPDDR4X,Алюминий,Intel Core i7,Intel,2.4,10.0,1920x1200,300.0,Нет,60.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,Intel SoC Platform,
laptop,"MSI Katana 17 HX B14WGK Игровой ноутбук 17.3"", Intel Core i9-14900HX, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб), Windows Home, черный, Русская раскладка",,,172364,5.0,18,Бук Вам в Дом,4.9,https://www.ozon.kz/product/msi-katana-17-hx-b14wgk-igrovoy-noutbuk-17-3-intel-core-i9-14900hx-ram-32-gb-ssd-1024-gb-nvidia-3089099052/,Intel Core i9-14900HX,1024,NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб),Windows Home,17.3,32.0,6.0,2.7,IPS,DDR5,,Intel Core i9,Intel,2.2,24.0,2560x1440,,Нет,,Матовое,Дискретная,NVIDIA,SSD,240,,MSI,8.0,Intel,
laptop,"Ninkear R7 Plus Ультрабук для офиса работы и учебы, Игровой ноутбук 15.6"", AMD Ryzen 7 5825U, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon Graphics, Windows Pro, (двухканальная память и SSD，с  Wi-Fi 6), серый металлик, Русская раскладка",418321,1135008,34861,4.8,184,ЗС-ноутбук,4.9,https://www.ozon.kz/product/ninkear-o-yin-noutbuki-amd-ryzen-7-5825u-2-0-gigagertsli-16-gb-ram-amd-radeon-graphics-1244839122/,AMD Ryzen 7 5825U,1024,AMD Radeon Graphics,Windows Pro,15.6,16.0,8.0,2.6,IPS,DDR4,"Алюминиевый сплав, Алюминий",AMD Ryzen 7,AMD,4.5,8.0,1920x1080,220.0,,57.0,Матовое,Встроенная,AMD,SSD,60,2.0,,,AMD,
laptop,"ASUS M1605NAQ-MB123 Ноутбук 16.00"", RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 660M, Без системы, (90NB1832-M00570), серебристый, Русская раскладка",336347,855643,28029,4.9,9,Позитроника,4.8,https://www.ozon.kz/product/asus-m1605naq-mb123-noutbuk-16-00-ram-16-gb-ssd-512-gb-amd-radeon-660m-bez-sistemy-90nb1832-3411049915/,,512,AMD Radeon 660M,Без системы,16.0,16.0,,1.88,IPS,DDR5,Пластик,AMD Ryzen 5,AMD,3.3,6.0,1920x1200,300.0,,42.0,Матовое,Встроенная,AMD,SSD,60,1,,,AMD,
laptop,"Ноутбук, RAM 2 ГБ, разноцветный",,,6672,5.0,3,Инклюзивное образован...,4.9,https://www.ozon.kz/product/noutbuk-ram-2-gb-raznotsvetnyy-1787786063/,,,,,,2.0,,,,,,Zhaoxin KX-6000,,,,,,,,,,,,,,,,,
laptop,"HP Игровой ноутбук 15.6"", Intel Core i5-8300H, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows Pro, черный, Русская раскладка",556361,977266,46364,,,PartsOkey MRD,4.8,https://www.ozon.kz/product/hp-igrovoy-noutbuk-15-6-intel-core-i5-8300h-ram-16-gb-ssd-1024-gb-nvidia-geforce-rtx-2060-6-3620326140/,Intel Core i5-8300H,1024,NVIDIA GeForce RTX 2060 (6 Гб),Windows Pro,15.6,16.0,,,IPS,DDR4,Пластик,Intel Core 5,Intel,4.0,4.0,1920x1080,,Нет,,Матовое,Дискретная,NVIDIA,SSD,120,,HP,6.0,,
laptop,"Honor X14 5301ALWY Ноутбук 14"", Intel Core i5-12450H, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, (10010781), темно-серый, серебристый, Русская раскладка",592797,1687647,49400,5.0,49,Digital Era,5.0,https://www.ozon.kz/product/honor-x14-5301alwy-noutbuk-14-intel-core-i5-12450h-ram-8-gb-ssd-512-gb-intel-uhd-graphics-3097292008/,Intel Core i5-12450H,512,Intel UHD Graphics,Windows Home,14.0,8.0,,1.5,IPS,LPDDR4X,Пластик,Intel Core i5,Intel,2.0,8.0,1920x1200,300.0,,42.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,,
laptop,"Apple MacBook Air M3 Ноутбук 13.6"", Apple M3 (8 CPU, 10 GPU), RAM 8 ГБ, SSD 512 ГБ, MacOS, черный матовый",,,87722,4.7,19,ALIKSON,4.9,https://www.ozon.kz/product/apple-macbook-air-m3-noutbuk-13-6-apple-m3-8-cpu-10-gpu-ram-8-gb-ssd-512-gb-macos-chernyy-matovyy-2075579774/,"Apple M3 (8 CPU, 10 GPU)",512,,MacOS,13.6,8.0,18.0,1.24,RETINA,,Алюминий,Apple M3,Apple,4.05,8.0,,,Нет,,Глянцевое,Встроенная,Apple,SSD,,,Apple,,,
laptop,"Lenovo ThinkPad T490 Ноутбук 14"", Intel Core i5-8365U, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 620, Windows Pro, черный, Русская раскладка",226999,467749,18917,,,Expert Electronics,4.5,https://www.ozon.kz/product/lenovo-thinkpad-t490-noutbuk-14-intel-core-i5-8365u-ram-16-gb-ssd-256-gb-intel-hd-graphics-3447241157/,Intel Core i5-8365U,256,Intel HD Graphics 620,Windows Pro,14.0,16.0,8.0,1.8,IPS,GDDR4,ABS пластик,Intel Core i5,Intel,4.2,4.0,1920x1080,300.0,,42.0,Матовое,,,SSD,60,8,Lenovo,4.0,,
laptop,"Echips Atlant игровой, мощный, для работы и учебы Ноутбук 15.6"", AMD Ryzen 5 5500U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX Vega 7, Windows Home, черный, серебристый, Русская раскладка",,,22537,,,Echips B2B,4.8,https://www.ozon.kz/product/echips-atlant-igrovoy-moshchnyy-dlya-raboty-i-ucheby-noutbuk-15-6-amd-ryzen-5-5500u-ram-16-gb-3787471173/,AMD Ryzen 5 5500U,512,AMD Radeon RX Vega 7,Windows Home,15.6,16.0,5.0,2.36,IPS,DDR4,"Пластик, Алюминий",AMD Ryzen 5,AMD,2.1,6.0,1920x1080,,Нет,,Матовое,Встроенная,AMD,SSD,60,2.0,Echips,,,
laptop,"Acer Extensa EX215-57-512N Ноутбук 15.6"", Intel Core i5-13420H, RAM 32 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Без системы, (NX.EJBER.009), серебристый, Русская раскладка",,,46330,,,ITtop,4.8,https://www.ozon.kz/product/acer-extensa-ex215-57-512n-noutbuk-15-6-intel-core-i5-13420h-ram-32-gb-ssd-512-gb-intel-iris-3188124652/,Intel Core i5-13420H,512,Intel Iris Xe Graphics,Без системы,15.6,32.0,,1.8,IPS,DDR5,,Intel Core i5,Intel,2.1,8.0,1920x1080,,,53.0,Антибликовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Ноутбук 15.6"", RAM 32 ГБ, SSD 2048 ГБ, Windows Pro, (R5), серебристый, Русская раскладка",,,28403,5.0,16,vhgyeu,5.0,https://www.ozon.kz/product/noutbuk-15-6-ram-32-gb-ssd-2048-gb-windows-pro-r5-serebristyy-russkaya-raskladka-3570380860/,,2048,,Windows Pro,15.6,32.0,,2.8,,DDR4,Пластик,AMD Ryzen 5,AMD,,4.0,1920x1080,,Нет,59.2,Глянцевое,Гибридная,,SSD,60,,,,,2048
laptop,,,,,,,,,https://www.ozon.kz/product/asus-noutbuk-11-intel-atom-n2600-ram-1-gb-hdd-320-gb-windows-home-russkaya-raskladka-3672516464/,Intel Atom N2600,,,Windows Home,11.0,1.0,,,TN,,,Intel Atom,Intel,1.6,2.0,1024x600,,Нет,,Матовое,Встроенная,Intel,HDD,,0.3,,,,320
laptop,"ASUS TUF Gaming A15 FA506NCQ-HN031 Игровой ноутбук 15.6"", AMD Ryzen 7 170, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 для ноутбуков (4 Гб), Без системы, (90NR0QE7-M001A0), черный, Русская раскладка",491313,806848,40943,4.9,388,НОТИК,4.8,https://www.ozon.kz/product/asus-tuf-gaming-a15-fa506ncq-hn031-igrovoy-noutbuk-15-6-amd-ryzen-7-170-ram-16-gb-ssd-512-gb-nvidia-3668664109/,AMD Ryzen 7 170,512,NVIDIA GeForce RTX 3050 для ноутбуков (4 Гб),Без системы,15.6,16.0,3.0,2.3,IPS,DDR5,Пластик,AMD Ryzen 7,AMD,3.2,8.0,1920x1080,250.0,Нет,48.0,Матовое,Дискретная,NVIDIA,SSD,144,1,,4.0,,
